時系列No,進行目安,区分,地域・クエスト,会話ID,name,text,charId,行,イベントID,条件・演出備考,参照状態,source,修正案,編集メモ
50,序章・5年前～現在への移行,メイン・イベント,,PROLOGUE_HIDDEN_ALTAR,システム,祭壇の奥で、巨大な影が何度も輪郭を失っている。,,4/4,prologue_hidden_azelgarag_start,event=prologue_hidden_azelgarag_start; actions=CONV:PROLOGUE_HIDDEN_ALTAR -> BOSS(value=802003),現行参照,story.js:176,,
51,序章・5年前～現在への移行,メイン・イベント,,PROLOGUE_HIDDEN_END_WIN,システム,祭壇を覆っていた闇が裂け、白い光が足元から押し寄せる。,,1/2,prologue_hidden_special_end_win,"event=prologue_hidden_special_end_win; actions=FLAG(key=prologueHiddenAzelgaragResolved,state=True) -> FLAG(key=prologueHiddenAzelgaragWon,state=True) -> CONV:PROLOGUE_HIDDEN_END_WIN -> TEMP_LB_CLEAR -> PROMOTE_TEMP_ALLY -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> IF_ITEM -> FLAG(key=prologueSpecialEndingSeen,state=True) -> WORLD_STATE(value=100,key=prologueStage) -> HEAL -> START_FIXED_MAP(value=REES_MOUNTAIN_HUT,targetX=5,targetY=5)",現行参照,story.js:182,,
52,序章・5年前～現在への移行,メイン・イベント,,PROLOGUE_HIDDEN_END_WIN,システム,光に呑まれても、手のひらに残った熱だけは消えなかった。,,2/2,prologue_hidden_special_end_win,"event=prologue_hidden_special_end_win; actions=FLAG(key=prologueHiddenAzelgaragResolved,state=True) -> FLAG(key=prologueHiddenAzelgaragWon,state=True) -> CONV:PROLOGUE_HIDDEN_END_WIN -> TEMP_LB_CLEAR -> PROMOTE_TEMP_ALLY -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> IF_ITEM -> FLAG(key=prologueSpecialEndingSeen,state=True) -> WORLD_STATE(value=100,key=prologueStage) -> HEAL -> START_FIXED_MAP(value=REES_MOUNTAIN_HUT,targetX=5,targetY=5)",現行参照,story.js:182,,
53,序章・5年前～現在への移行,メイン・イベント,,PROLOGUE_HIDDEN_END_LOSS,システム,不完全な顕現でさえ、深淵王の力は圧倒的だった。四人の意識が闇へ沈む。,,1/2,prologue_hidden_special_end_loss,"event=prologue_hidden_special_end_loss; actions=FLAG(key=prologueHiddenAzelgaragResolved,state=True) -> FLAG(key=prologueHiddenAzelgaragLost,state=True) -> CONV:PROLOGUE_HIDDEN_END_LOSS -> TEMP_LB_CLEAR -> PROMOTE_TEMP_ALLY -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> IF_ITEM -> FLAG(key=prologueSpecialEndingSeen,state=True) -> WORLD_STATE(value=100,key=prologueStage) -> HEAL -> START_FIXED_MAP(value=REES_MOUNTAIN_HUT,targetX=5,targetY=5)",現行参照,story.js:186,,
54,序章・5年前～現在への移行,メイン・イベント,,PROLOGUE_HIDDEN_END_LOSS,システム,意識が沈む寸前まで握っていた力だけが、熱のように身体へ残った。,,2/2,prologue_hidden_special_end_loss,"event=prologue_hidden_special_end_loss; actions=FLAG(key=prologueHiddenAzelgaragResolved,state=True) -> FLAG(key=prologueHiddenAzelgaragLost,state=True) -> CONV:PROLOGUE_HIDDEN_END_LOSS -> TEMP_LB_CLEAR -> PROMOTE_TEMP_ALLY -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> SET_CHARACTER_LB -> IF_ITEM -> FLAG(key=prologueSpecialEndingSeen,state=True) -> WORLD_STATE(value=100,key=prologueStage) -> HEAL -> START_FIXED_MAP(value=REES_MOUNTAIN_HUT,targetX=5,targetY=5)",現行参照,story.js:186,,
55,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,長老,"おお、[N:301]様。
子ども達を救ってくださりありがとうございます。",1001,1/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
56,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,長老,実は、村の北東に突如大穴が開き、魔物が襲ってくるようになったのです…,1001,2/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
57,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,長老,村の若い衆で塞ごうとしたんですが、奥に巨大な化け物がいてどうにも手が出せず…,1001,3/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
58,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,長老,勝手なお願いとは思うのですが、どうか、化け物を討伐してくれないじゃろうか。,1001,4/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
59,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,システム,[N:301]は静かに頷いた,,5/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
60,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,長老,おお…ありがとうございます。,1001,6/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
61,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,ガイル,"頼む、俺たちも連れて行ってくれ！
あんたみたいに戦いたいんだ。",109,7/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
62,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,サラ,[N:109]がすみません…ただ、私からもお願いします。簡単な回復しかできませんが…,110,8/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
63,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,長老,"お、お前たち…
しかし、道案内は必要かもしれん。連れて行ってもらえるじゃろうか。",1001,9/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
64,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,長老,"化け物は村北東の大穴の奥に…
よろしくお願い申し上げる。",1001,10/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
65,序章・5年前～現在への移行,メイン・イベント,リュミナ村 FMAP000002-00,PROLOGUE,システム,村の[N:109]と[N:110]が仲間に加わった！,,11/11,start_adventure,event=start_adventure; actions=CONV:PROLOGUE -> ALLY(value=109) -> ALLY(value=110) -> STEP(value=1) -> SUB(value=1) -> LOG(value=); リュミナ村 FMAP000002-00 / 長老と話す / storyStep>=0; storyStep<=0; リュミナ村 FMAP000002-00,現行参照,story.js:213,,
66,序章・5年前～現在への移行,メイン・イベント,北東の洞穴 FMAP000003-01,START_CAVE1,,"この奥には化け物がいるんだ。
今はどうにか塞いでいるが、いつまでもつか…",1002,1/2,start_cave1,event=start_cave1; actions=CONV:START_CAVE1; 北東の洞穴 FMAP000003-01 / 見張りと話す / storyStep>=0; storyStep<=0; 北東の洞穴 FMAP000003-01,現行参照,story.js:275,,
67,序章・5年前～現在への移行,メイン・イベント,北東の洞穴 FMAP000003-01,START_CAVE1,,"あんた、冒険者か？
頼む、村の中央に住んでる長老の話を聞いてくれ。",1002,2/2,start_cave1,event=start_cave1; actions=CONV:START_CAVE1; 北東の洞穴 FMAP000003-01 / 見張りと話す / storyStep>=0; storyStep<=0; 北東の洞穴 FMAP000003-01,現行参照,story.js:275,,
68,序章・5年前～現在への移行,メイン・イベント,炎の里イグニシア FMAP000006-00,FIRE_VILLAGE_ELDER_BEFORE_STORY,里の長,旅の者か。すまぬが、今の里は客人をもてなす余裕がない。炉の火が日に日に弱っておる。,,1/2,fire_village_elder_before_story,event=fire_village_elder_before_story; actions=CONV:FIRE_VILLAGE_ELDER_BEFORE_STORY; 炎の里イグニシア FMAP000006-00 / 里の長に話す / storyStep>=0; storyStep<=1; 炎の里イグニシア FMAP000006-00,現行参照,story.js:408,,
69,序章・5年前～現在への移行,メイン・イベント,炎の里イグニシア FMAP000006-00,FIRE_VILLAGE_ELDER_BEFORE_STORY,里の長,東の村で何かを成し、力を貸せると思ったなら、改めて声をかけてくれ。頼みたいことがある。,,2/2,fire_village_elder_before_story,event=fire_village_elder_before_story; actions=CONV:FIRE_VILLAGE_ELDER_BEFORE_STORY; 炎の里イグニシア FMAP000006-00 / 里の長に話す / storyStep>=0; storyStep<=1; 炎の里イグニシア FMAP000006-00,現行参照,story.js:408,,
70,序章・5年前～現在への移行,メイン・イベント,風の集落カザリア FMAP000009-00,WIND_VILLAGE_BEFORE_STORY,子ども,大人たち？　いるよ。……たぶん。森の方を見ていると、胸がざわざわするんだ。,,1/2,wind_village_before_story,event=wind_village_before_story; actions=CONV:WIND_VILLAGE_BEFORE_STORY; 風の集落カザリア FMAP000009-00 / エリーゼに話す / storyStep>=0; storyStep<=2; 風の集落カザリア FMAP000009-00 / エリーゼに話す / default=:True; 風の集落カザリア FMAP000009-00; 風の集落カザリア FMAP000009-00,現行参照,story.js:888,,
71,序章・5年前～現在への移行,メイン・イベント,風の集落カザリア FMAP000009-00,WIND_VILLAGE_BEFORE_STORY,エリーゼ,旅の方、風の向きが変です。今はまだ、私にも何が起きているのか分かりません。,106,2/2,wind_village_before_story,event=wind_village_before_story; actions=CONV:WIND_VILLAGE_BEFORE_STORY; 風の集落カザリア FMAP000009-00 / エリーゼに話す / storyStep>=0; storyStep<=2; 風の集落カザリア FMAP000009-00 / エリーゼに話す / default=:True; 風の集落カザリア FMAP000009-00; 風の集落カザリア FMAP000009-00,現行参照,story.js:888,,
72,序章・5年前～現在への移行,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_BEFORE_STORY,魚売り,"魚はあるよ。あるけど、腹を見せたまま浮いてたやつだ。
客には出せない。金を取ったら、俺の負けだ。",,1/3,water_city_before_story,event=water_city_before_story; actions=CONV:WATER_CITY_BEFORE_STORY; 水上都市リヴァリア FMAP000015-00 / 広場を調べる / storyStep>=0; storyStep<=3; 水上都市リヴァリア FMAP000015-00 / 広場を調べる / default=:True; 水上都市リヴァリア FMAP000015-00; 水上都市リヴァリア FMAP000015-00,現行参照,story.js:1207,,
73,序章・5年前～現在への移行,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_BEFORE_STORY,町人,"昔は橋に歌が流れていた。
今は兵士の靴音ばかりだ。歌うと、こっちを見る。",,2/3,water_city_before_story,event=water_city_before_story; actions=CONV:WATER_CITY_BEFORE_STORY; 水上都市リヴァリア FMAP000015-00 / 広場を調べる / storyStep>=0; storyStep<=3; 水上都市リヴァリア FMAP000015-00 / 広場を調べる / default=:True; 水上都市リヴァリア FMAP000015-00; 水上都市リヴァリア FMAP000015-00,現行参照,story.js:1207,,
74,序章・5年前～現在への移行,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_BEFORE_STORY,魚売り,"水底で何が起きてるかなんて知らない。
ただ、朝の水が黒い日は、子どもを外に出さない。",,3/3,water_city_before_story,event=water_city_before_story; actions=CONV:WATER_CITY_BEFORE_STORY; 水上都市リヴァリア FMAP000015-00 / 広場を調べる / storyStep>=0; storyStep<=3; 水上都市リヴァリア FMAP000015-00 / 広場を調べる / default=:True; 水上都市リヴァリア FMAP000015-00; 水上都市リヴァリア FMAP000015-00,現行参照,story.js:1207,,
75,序章・5年前～現在への移行,メイン・イベント,リースの山小屋内 FMAP000069-01,PRESENT_REES_TALK,リース,今の揺れ……あの日と少し似てたね。気になるんだろう？,,1/4,present_talk_rees,"event=present_talk_rees; actions=CONV:PRESENT_REES_TALK -> HEAL -> FLAG(key=prologueReesDepartureTalkSeen,state=True); リースの山小屋内 FMAP000069-01 / リースと話す",現行参照,story.js:149,,
76,序章・5年前～現在への移行,メイン・イベント,リースの山小屋内 FMAP000069-01,PRESENT_REES_TALK,リース,なら、自分の目で見ておいで。もう私がここへ縛っておく歳でもない。,,2/4,present_talk_rees,"event=present_talk_rees; actions=CONV:PRESENT_REES_TALK -> HEAL -> FLAG(key=prologueReesDepartureTalkSeen,state=True); リースの山小屋内 FMAP000069-01 / リースと話す",現行参照,story.js:149,,
77,序章・5年前～現在への移行,メイン・イベント,リースの山小屋内 FMAP000069-01,PRESENT_REES_TALK,リース,昨日の雨で山道が滑る。急ぐ時ほど足元を見な。薬草も忘れるんじゃないよ。,,3/4,present_talk_rees,"event=present_talk_rees; actions=CONV:PRESENT_REES_TALK -> HEAL -> FLAG(key=prologueReesDepartureTalkSeen,state=True); リースの山小屋内 FMAP000069-01 / リースと話す",現行参照,story.js:149,,
78,序章・5年前～現在への移行,メイン・イベント,リースの山小屋内 FMAP000069-01,PRESENT_REES_TALK,リース,……行ってらっしゃい、アルス。,,4/4,present_talk_rees,"event=present_talk_rees; actions=CONV:PRESENT_REES_TALK -> HEAL -> FLAG(key=prologueReesDepartureTalkSeen,state=True); リースの山小屋内 FMAP000069-01 / リースと話す",現行参照,story.js:149,,
79,序章・5年前～現在への移行,メイン・イベント,リースの山小屋内 FMAP000069-01,PRESENT_REES_AFTER_TALK,リース,疲れてるなら、寝台を使っていきな。旅に出たって、休みに戻ってくるくらいは構わないさ。,,1/2,present_talk_rees_after,event=present_talk_rees_after; actions=CONV:PRESENT_REES_AFTER_TALK -> HEAL; リースの山小屋内 FMAP000069-01 / リースと話す,現行参照,story.js:155,,
80,序章・5年前～現在への移行,メイン・イベント,リースの山小屋内 FMAP000069-01,PRESENT_REES_AFTER_TALK,システム,リースの山小屋で休み、仲間たちのHPとMPが全回復した。,,2/2,present_talk_rees_after,event=present_talk_rees_after; actions=CONV:PRESENT_REES_AFTER_TALK -> HEAL; リースの山小屋内 FMAP000069-01 / リースと話す,現行参照,story.js:155,,
81,第1段階 リュミナ村～北東の洞穴,メイン・イベント,,BATTLE_RETRY_TALK,？？？？,"[N:301]よ、まだ倒れてはなりません。
私に残された最後の権能をもって、今一度、深淵を打ち倒す力を授けます…",9999,1/2,game_start_retry,"event=game_start_retry; actions=CONV:BATTLE_RETRY_TALK -> TEMP_LB_START -> HEAL -> BOSS(value=[1, 1]); win=TEMP_LB_CLEAR -> STEP(value=0) -> SUB(value=1) -> HEAL -> CONV:GAME_START_2 -> SUB(value=2) -> LOG(value=)",現行参照,story.js:190,,
82,第1段階 リュミナ村～北東の洞穴,メイン・イベント,,BATTLE_RETRY_TALK,システム,不思議なちからで体力が全回復し、秘められた力が開放された！！,,2/2,game_start_retry,"event=game_start_retry; actions=CONV:BATTLE_RETRY_TALK -> TEMP_LB_START -> HEAL -> BOSS(value=[1, 1]); win=TEMP_LB_CLEAR -> STEP(value=0) -> SUB(value=1) -> HEAL -> CONV:GAME_START_2 -> SUB(value=2) -> LOG(value=)",現行参照,story.js:190,,
83,第1段階 リュミナ村～北東の洞穴,メイン・イベント,,GAME_START_2,長老,"おお……！助かった……。
子ども達を救ってくださり、本当にありがとうございます。",1001,1/2,game_start_retry,"event=game_start_retry; actions=CONV:BATTLE_RETRY_TALK -> TEMP_LB_START -> HEAL -> BOSS(value=[1, 1]); win=TEMP_LB_CLEAR -> STEP(value=0) -> SUB(value=1) -> HEAL -> CONV:GAME_START_2 -> SUB(value=2) -> LOG(value=)",現行参照,story.js:201,,
84,第1段階 リュミナ村～北東の洞穴,メイン・イベント,,GAME_START_2,長老,"……その腕前、ただ者ではありますまい。
お願いがあるのです。村の奥の家まで来てくだされ。",1001,2/2,game_start_retry,"event=game_start_retry; actions=CONV:BATTLE_RETRY_TALK -> TEMP_LB_START -> HEAL -> BOSS(value=[1, 1]); win=TEMP_LB_CLEAR -> STEP(value=0) -> SUB(value=1) -> HEAL -> CONV:GAME_START_2 -> SUB(value=2) -> LOG(value=)",現行参照,story.js:201,,
